Record Type,Sr No,Name of Security,Typ,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,161,965SCL25A,NF,10,10,100
20,162,965SCL25B,Y1,11,11,100
20,163,96IIFL28,N5,2336,2136,91.44
20,164,96IIFL28A,NF,1064,1023,96.15
20,165,970CAGL28,ND,105,105,100
20,166,971SCL28I,BC,170,75,44.12
20,167,975NFL25,N0,2,2,100
20,168,97MOFSL34,N7,100,100,100
20,169,97SFL26,Z9,50,50,100
20,170,97SFL29,YZ,52,51,98.08
20,171,985ECL28,NK,597,455,76.21
20,172,98ICCL26,NU,10,10,100
20,173,99IFCI24,NH,493,408,82.76
20,174,9IIFL28,Y0,50,50,100
20,175,9IIFL28A,NT,514,514,100
20,176,9MMFSML,N2,150,150,100
20,177,9PCHFL31A,NA,125,125,100
20,178,9SFL25A,ZH,200,200,100
20,179,AAATECH,EQ,53899,16617,30.83
20,180,AADHARHFC,EQ,318688,165249,51.85
20,181,AAREYDRUGS,EQ,99428,66724,67.11
20,182,AARON,EQ,9874,3642,36.88
20,183,AARTECH,EQ,152719,58621,38.38
20,184,AARTIDRUGS,EQ,509837,135968,26.67
20,185,AARTIIND,EQ,1272130,531398,41.77
20,186,AARTIPHARM,EQ,228705,102068,44.63
20,187,AARTISURF,EQ,24695,13661,55.32
20,188,AARTISURF,P1,3,3,100
20,189,AARVI,EQ,61583,41847,67.95
20,190,AATMAJ,SM,22000,16000,72.73
20,191,AAVAS,EQ,63371,42301,66.75
20,192,ABAN,EQ,767015,515645,67.23
20,193,ABB,EQ,141683,68988,48.69
20,194,ABBOTINDIA,EQ,26875,12267,45.64
20,195,ABCAPITAL,EQ,3849329,2079154,54.01
20,196,ABCOTS,SM,2000,2000,100
20,197,ABDL,EQ,1203828,613774,50.99
20,198,ABFRL,EQ,3607768,1503686,41.68
20,199,ABGSEC,EQ,127,111,87.4
20,200,ABINFRA,SM,4000,4000,100
20,201,ABSLAMC,EQ,203848,106937,52.46
20,202,ABSLBANETF,EQ,8329,5677,68.16
20,203,ABSLLIQUID,EQ,9229,9227,99.98
20,204,ABSLNN50ET,EQ,25621,17993,70.23
20,205,ABSLPSE,EQ,206015,190489,92.46
20,206,ABSMARINE,SM,486000,237000,48.77
20,207,ACC,EQ,449614,196456,43.69
20,208,ACCELYA,EQ,7755,4665,60.15
20,209,ACCENTMIC,SM,14500,11000,75.86
20,210,ACCORD,SM,4000,4000,100
20,211,ACE,EQ,199818,106264,53.18
20,212,ACEINTEG,EQ,87695,35089,40.01
20,213,ACI,EQ,437794,175065,39.99
20,214,ACL,EQ,31170,18404,59.04
20,215,ACLGATI,EQ,3146350,1462068,46.47
20,216,ACSAL,SM,24000,21000,87.5
20,217,ADANIENSOL,EQ,1465165,752132,51.33
20,218,ADANIENT,EQ,1375224,653857,47.55
20,219,ADANIGREEN,EQ,774782,332373,42.9
20,220,ADANIPORTS,EQ,1181075,467188,39.56
20,221,ADANIPOWER,EQ,3498357,1061074,30.33
20,222,ADFFOODS,EQ,679950,294361,43.29
20,223,ADL,EQ,4581,2133,46.56
20,224,ADORWELD,EQ,17902,10786,60.25
20,225,ADROITINFO,EQ,142502,75117,52.71
20,226,ADROITPP1,E1,50522,30237,59.85
20,227,ADSL,EQ,447682,132328,29.56
20,228,ADVANIHOTR,EQ,184163,84866,46.08
20,229,ADVENZYMES,EQ,159413,79362,49.78
20,230,AEGISLOG,EQ,739419,657838,88.97
20,231,AEROFLEX,EQ,3640719,1733543,47.62
20,232,AESTHETIK,ST,42000,42000,100
20,233,AETHER,EQ,51892,28667,55.24
20,234,AFFLE,EQ,275511,152454,55.33
20,235,AFIL,EQ,370908,235987,63.62
20,236,AGARIND,EQ,130840,40336,30.83
20,237,AGARWALFT,ST,6000,6000,100
20,238,AGI,EQ,477876,193543,40.5
20,239,AGIIL,EQ,1671,1239,74.15
20,240,AGNI,SM,75000,52500,70
20,241,AGRITECH,EQ,72180,32510,45.04
20,242,AGROPHOS,EQ,148535,87598,58.97
20,243,AGSTRA,EQ,1073532,529956,49.37
20,244,AGUL,SM,2000,2000,100
20,245,AHL,EQ,469810,226736,48.26
20,246,AHLEAST,EQ,74402,43204,58.07
20,247,AHLUCONT,EQ,38581,22395,58.05
20,248,AIAENG,EQ,42265,20998,49.68
20,249,AIIL,EQ,145903,86180,59.07
20,250,AILIMITED,ST,6000,6000,100
20,251,AIMTRON,ST,66400,64800,97.59
20,252,AIROLAM,EQ,7221,2656,36.78
20,253,AIRTELPP,E1,762333,710803,93.24
20,254,AJANTPHARM,EQ,112255,64120,57.12
20,255,AJMERA,EQ,18780,13939,74.22
20,256,AJOONI,EQ,5068670,2397308,47.3
20,257,AKANKSHA,ST,28000,26000,92.86
20,258,AKASH,EQ,148527,68371,46.03
20,259,AKG,EQ,266259,138033,51.84
20,260,AKI,EQ,94773,74338,78.44
20,261,AKIKO,SM,91200,73600,80.7
20,262,AKSHAR,EQ,710080,703159,99.03
20,263,AKSHARCHEM,EQ,46794,26318,56.24
20,264,AKSHOPTFBR,EQ,279757,180593,64.55
20,265,AKUMS,EQ,1875805,599854,31.98
20,266,AKZOINDIA,EQ,11828,5583,47.2
20,267,ALANKIT,EQ,4979602,2331632,46.82
20,268,ALBERTDAVD,EQ,270411,94997,35.13
20,269,ALEMBICLTD,EQ,4914629,1686838,34.32
20,270,ALICON,EQ,21640,9654,44.61
20,271,ALKALI,EQ,78515,39458,50.26
20,272,ALKEM,EQ,249955,161141,64.47
20,273,ALKYLAMINE,EQ,52191,22243,42.62
20,274,ALLCARGO,EQ,33457946,8996345,26.89
20,275,ALLETEC,SM,86800,57200,65.9
20,276,ALLSEC,EQ,19148,9360,48.88
20,277,ALOKINDS,EQ,106880394,16721190,15.64
20,278,ALPA,EQ,199994,109954,54.98
20,279,ALPEXSOLAR,ST,43200,37200,86.11
20,280,ALPHA,EQ,665632,396379,59.55
20,281,ALPHAETF,EQ,1280219,1150481,89.87
20,282,ALPL30IETF,EQ,1286336,1153170,89.65
20,283,ALUWIND,ST,33000,30000,90.91
20,284,AMBANIORGO,SM,4000,3000,75
20,285,AMBER,EQ,93106,51339,55.14
20,286,AMBEY,SM,454000,316000,69.6
20,287,AMBICAAGAR,EQ,78738,45730,58.08
20,288,AMBIKCO,EQ,20257,9656,47.67
20,289,AMBUJACEM,EQ,14351644,3306986,23.04
20,290,AMDIND,EQ,206730,109193,52.82
20,291,AMEYA,SM,20000,18000,90
20,292,AMIORG,EQ,90449,42836,47.36
20,293,AMJUMBO,SM,24000,24000,100
20,294,AMNPLST,EQ,27913,12922,46.29
20,295,AMRUTANJAN,EQ,42927,23684,55.17
20,296,ANANDRATHI,EQ,126651,91154,71.97
20,297,ANANTRAJ,EQ,1782972,1052413,59.03
20,298,ANDHRAPAP,EQ,104583,52578,50.27
20,299,ANDHRSUGAR,EQ,354477,127411,35.94
20,300,ANGELONE,EQ,1045612,359528,34.38
20,301,ANLON,ST,15200,15200,100
20,302,ANNAPURNA,SM,194500,122000,62.72
20,303,ANTGRAPHIC,EQ,2846005,2158006,75.83
20,304,ANUP,EQ,45246,24600,54.37
20,305,ANURAS,EQ,129511,72280,55.81
20,306,APARINDS,EQ,258431,62786,24.3
20,307,APCL,EQ,21578,11191,51.86
20,308,APCOTEXIND,EQ,30931,13847,44.77
20,309,APEX,EQ,131555,54503,41.43
20,310,APLAPOLLO,EQ,696507,443156,63.63
20,311,APLLTD,EQ,75146,33180,44.15
20,312,APOLLO,EQ,2357992,1454022,61.66
20,313,APOLLOHOSP,EQ,468784,160475,34.23
20,314,APOLLOPIPE,EQ,55284,29532,53.42
20,315,APOLLOTYRE,EQ,1160888,365202,31.46
20,316,APOLSINHOT,EQ,1036,808,77.99
20,317,APRAMEYA,SM,78000,62000,79.49
20,318,APS,ST,87000,74500,85.63
20,319,APTECHT,EQ,1367937,323282,23.63
20,320,APTUS,EQ,375486,238275,63.46
20,321,ARABIAN,SM,28000,20000,71.43
20,322,ARCHIES,EQ,209879,90229,42.99
20,323,ARE&M,EQ,354887,236074,66.52
20,324,ARHAM,SM,18000,12000,66.67
20,325,ARIES,EQ,157861,82622,52.34
20,326,ARIHANTACA,SM,11200,11200,100
20,327,ARIHANTCAP,EQ,1248943,366631,29.36
20,328,ARIHANTSUP,EQ,26809,15274,56.97
20,329,ARISTO,SM,27200,20800,76.47
20,330,ARMANFIN,EQ,96135,61108,63.56
20,331,AROGRANITE,EQ,40282,24521,60.87
20,332,ARROWGREEN,EQ,397682,155890,39.2
20,333,ARTEMISMED,EQ,486740,273656,56.22
20,334,ARVIND,EQ,203219,96009,47.24
20,335,ARVINDFASN,EQ,1127466,674925,59.86
20,336,ARVSMART,EQ,16432,8272,50.34
20,337,ASAHIINDIA,EQ,77308,35352,45.73
20,338,ASAHISONG,EQ,68102,28514,41.87
20,339,ASAL,EQ,50492,23395,46.33
20,340,ASALCBR,EQ,493936,177799,36
20,341,ASHALOG,SM,73000,62000,84.93
20,342,ASHAPURMIN,EQ,903378,752005,83.24
20,343,ASHIANA,EQ,107191,61697,57.56
20,344,ASHOKA,EQ,1141750,326755,28.62
20,345,ASHOKAMET,EQ,83651,59577,71.22
20,346,ASHOKLEY,EQ,5774591,2510678,43.48
20,347,ASIANENE,EQ,1156364,603391,52.18
20,348,ASIANHOTNR,EQ,1574,952,60.48
20,349,ASIANPAINT,EQ,779284,456281,58.55
20,350,ASIANTILES,EQ,3130922,1085729,34.68
20,351,ASKAUTOLTD,EQ,643176,233460,36.3
20,352,ASMS,EQ,3760672,1559212,41.46
20,353,ASPINWALL,EQ,28039,11039,39.37
20,354,ASPIRE,SM,26000,24000,92.31
20,355,ASTEC,EQ,19785,12519,63.28
20,356,ASTERDM,EQ,1552513,1285561,82.81
20,357,ASTRAL,EQ,903580,381121,42.18
20,358,ASTRAMICRO,EQ,195302,116707,59.76
20,359,ASTRAZEN,EQ,12258,4770,38.91
20,360,ATAM,EQ,67555,48425,71.68
20,361,ATFL,EQ,25841,15781,61.07
20,362,ATGL,EQ,5464185,3798209,69.51
20,363,ATL,EQ,1399414,615880,44.01
20,364,ATMASTCO,ST,49600,45600,91.94
20,365,ATUL,EQ,46371,18238,39.33
20,366,AUBANK,EQ,1101563,555839,50.46
20,367,AURDIS,SM,30000,23000,76.67
20,368,AURIONPRO,EQ,133408,103231,77.38
20,369,AUROIMPEX,SM,11200,8000,71.43
20,370,AUROPHARMA,EQ,852282,435468,51.09
20,371,AURUMPP1,X1,13763,12750,92.64
20,372,AUTOAXLES,EQ,14030,8532,60.81
20,373,AUTOBEES,EQ,244769,136741,55.87
20,374,AUTOIETF,EQ,732719,425938,58.13
20,375,AUTOIND,EQ,126032,71100,56.41
20,376,AVADHSUGAR,EQ,214879,82275,38.29
20,377,AVALON,EQ,44715,24229,54.19
20,378,AVANTEL,EQ,354569,200187,56.46
20,379,AVANTIFEED,EQ,463976,185477,39.98
20,380,AVG,EQ,35441,20356,57.44
20,381,AVPINFRA,SM,195200,107200,54.92
20,382,AVROIND,EQ,1260181,360129,28.58
20,383,AVTNPL,EQ,252948,127689,50.48
20,384,AWFIS,EQ,1772225,232960,13.15
20,385,AWHCL,EQ,122940,66420,54.03
20,386,AWL,EQ,4143715,1606244,38.76
20,387,AXISBANK,EQ,5121962,3668357,71.62
20,388,AXISBNKETF,EQ,1368,1118,81.73
20,389,AXISBPSETF,EQ,9944750,9885603,99.41
20,390,AXISCADES,EQ,521032,289389,55.54
20,391,AXISCETF,EQ,2292,1982,86.47
20,392,AXISGOLD,EQ,279257,250377,89.66
20,393,AXISHCETF,EQ,2706,2200,81.3
20,394,AXISILVER,EQ,12403,9454,76.22
20,395,AXISNIFTY,EQ,5465,5085,93.05
20,396,AXISTECETF,EQ,8109,7612,93.87
20,397,AXITA,EQ,1844297,559335,30.33
20,398,AXSENSEX,EQ,1059,554,52.31
20,399,AZAD,EQ,64111,35392,55.2
20,400,BABAFP,SM,14400,9600,66.67
20,401,BAGFILMS,EQ,141458,87861,62.11
20,402,BAHETI,SM,90000,61500,68.33
20,403,BAJAJ-AUTO,EQ,1229549,239394,19.47
20,404,BAJAJCON,EQ,221412,138061,62.35
20,405,BAJAJELEC,EQ,52584,37144,70.64
20,406,BAJAJFINSV,EQ,1114056,689175,61.86
20,407,BAJAJHCARE,EQ,182703,83903,45.92
20,408,BAJAJHIND,EQ,19317065,5869617,30.39
20,409,BAJAJHLDNG,EQ,29951,19472,65.01
20,410,BAJEL,EQ,217829,115125,52.85
20,411,BAJFINANCE,EQ,618045,397774,64.36
20,412,BALAMINES,EQ,56289,27725,49.25
20,413,BALAXI,EQ,26142,12675,48.49
20,414,BALCO,ST,72000,69600,96.67
20,415,BALKRISHNA,EQ,60546,37513,61.96
20,416,BALKRISIND,EQ,209028,66485,31.81
20,417,BALMLAWRIE,EQ,216245,106101,49.07
20,418,BALPHARMA,EQ,1144222,427463,37.36
20,419,BALRAMCHIN,EQ,3003771,669464,22.29
20,420,BALUFORGE,EQ,3601200,1324676,36.78
20,421,BANARBEADS,EQ,6696,4713,70.39
20,422,BANARISUG,EQ,1475,639,43.32
20,423,BANCOINDIA,EQ,140526,68150,48.5
20,424,BANDHANBNK,EQ,6110305,2563290,41.95
20,425,BANG,EQ,100584,40882,40.64
20,426,BANKBARODA,EQ,6941785,2653009,38.22
20,427,BANKBEES,EQ,355590,181524,51.05
20,428,BANKBETF,EQ,12157,9759,80.27
20,429,BANKETF,EQ,4051,2994,73.91
20,430,BANKETFADD,EQ,8801,4906,55.74
20,431,BANKIETF,EQ,88469,47102,53.24
20,432,BANKINDIA,EQ,4407329,2370870,53.79
20,433,BANKNIFTY1,EQ,30107,25402,84.37
20,434,BANSALWIRE,EQ,150103,78080,52.02
20,435,BANSWRAS,EQ,122462,71390,58.3
20,436,BARBEQUE,EQ,224885,77718,34.56
20,437,BASF,EQ,28237,12968,45.93
20,438,BASILIC,ST,15300,15000,98.04
20,439,BASML,EQ,295962,210077,70.98
20,440,BATAINDIA,EQ,349250,181454,51.96
20,441,BAWEJA,SM,23200,15200,65.52
20,442,BAYERCROP,EQ,42011,33983,80.89
20,443,BBETF0432,EQ,3506,3441,98.15
20,444,BBL,EQ,13292,9099,68.45
20,445,BBNPNBETF,EQ,730,536,73.42
20,446,BBNPPGOLD,EQ,208,193,92.79
20,447,BBTC,EQ,78811,35962,45.63
20,448,BBTCL,EQ,3453,2700,78.19
20,449,BCLIND,EQ,4217427,1997716,47.37
20,450,BCONCEPTS,EQ,85163,47704,56.01
20,451,BDL,EQ,1224789,391035,31.93
20,452,BEACON,SM,180000,158000,87.78
20,453,BEARDSELL,EQ,59380,33590,56.57
20,454,BECTORFOOD,EQ,219568,118195,53.83
20,455,BEDMUTHA,EQ,34948,22556,64.54
20,456,BEL,EQ,21891698,8983430,41.04
20,457,BEML,EQ,323423,77511,23.97
20,458,BEPL,EQ,8021360,2730077,34.04
20,459,BERGEPAINT,EQ,1020719,331935,32.52
20,460,BESTAGRO,EQ,150882,84836,56.23
20,461,BETA,SM,3800,3400,89.47
20,462,BEWLTD,SM,1875,1625,86.67
20,463,BFINVEST,EQ,68227,38364,56.23
20,464,BFSI,EQ,95636,70637,73.86
20,465,BFUTILITIE,EQ,245820,55097,22.41
20,466,BHAGCHEM,EQ,268305,155937,58.12
20,467,BHAGERIA,EQ,75453,33749,44.73
20,468,BHAGYANGR,EQ,384591,170538,44.34
20,469,BHANDARI,EQ,1202138,533551,44.38
20,470,BHARATFORG,EQ,868264,443609,51.09
20,471,BHARATGEAR,EQ,29256,19102,65.29
20,472,BHARATRAS,EQ,7592,2428,31.98
20,473,BHARATWIRE,EQ,414380,179678,43.36
20,474,BHARTIARTL,EQ,6238112,3597457,57.67
20,475,BHARTIHEXA,EQ,527843,429251,81.32
20,476,BHEL,EQ,7528035,2085893,27.71
20,477,BHINVIT,IV,262851,248660,94.6
20,478,BIGBLOC,EQ,67189,37076,55.18
20,479,BIKAJI,EQ,294422,150167,51
20,480,BIL,EQ,1868,1667,89.24
20,481,BINANIIND,EQ,39376,29183,74.11
20,482,BIOCON,EQ,1312131,608736,46.39
20,483,BIOFILCHEM,EQ,143271,78050,54.48
20,484,BIRDYS,ST,1200,1200,100
20,485,BIRET,RR,367592,358913,97.64
20,486,BIRLACABLE,EQ,266698,68290,25.61
20,487,BIRLACORPN,EQ,120563,65948,54.7
20,488,BLAL,EQ,142171,70074,49.29
20,489,BLISSGVS,EQ,2637751,988977,37.49
20,490,BLKASHYAP,EQ,779182,363973,46.71
20,491,BLS,EQ,2888592,782867,27.1
20,492,BLSE,EQ,468579,152141,32.47
20,493,BLUEDART,EQ,3576,1239,34.65
